gender,account_type,transaction_type,device,receiver_acc_type,device_os,name,cpf,birth_date,adress_pcode,phone_number,acc_creation_date,agency,account,credit_score,sender_id,device_id,device_model,transaction_amount,transaction_id,transaction_city,transaction_time,receiver_id,receiver_bank,receiver_agency,receiver_account
f,salario,boleto,cellphone,salario,myos,Joaquim Ferreira,932.675.481-28,1995-09-22,69472256,0800-961-1253,2021-01-23,5136,332270,375.0,sid44MP,dv64CX,md59HC,22682.19,99,Cavalcante da Serra,2024-07-25 07:07:07,rid02Up,bk41,3450,175018
f,corrente,pix,cellphone,pagamento,cheeseos,Gabriel Azevedo,780.934.651-20,1956-01-11,64334722,51 2005 5778,2024-04-09,4463,575191,569.0,sid72SI,dv29MD,md96HO,20405.79,100,Ferreira do Amparo,2024-06-28 00:13:58,rid83Zf,bk74,5992,432227
m,corrente,pix,cellphone,pagamento,bot,Ana Julia Albuquerque,082.763.951-12,1999-10-29,06493-085,+55 (071) 6866-3266,2023-02-08,3614,275754,599.0,sid16Op,dv89ZS,md44PV,48892.13,101,Jesus do Oeste,2023-10-07 21:34:14,rid12is,bk17,7418,285353
f,corrente,pix,cellphone,corrente,bluescreen,Aurora Almeida,208.179.456-01,1936-01-05,12073564,11 5705-1204,2025-01-29,6429,74852,628.0,sid87lm,dv46ah,md36XC,1067.87,102,Sousa,2025-04-11 22:19:28,rid03DV,bk18,3415,495793
m,pagamento,pix,desktop,corrente,myos,Ana Livia Duarte,201.936.758-03,1964-07-15,36502491,61 3009 7925,2024-03-15,1466,260804,778.0,sid27fR,dv95WO,md00wP,16427.98,103,Sampaio,2025-08-26 07:00:19,rid81iF,bk35,9148,826867
m,salario,pix,cellphone,corrente,myos,Luna Siqueira,306.251.784-08,1994-06-10,87392-855,(061) 4982-1827,2023-11-07,4844,859222,664.0,sid48xD,dv08yU,md20Nx,1289.01,104,Duarte,2025-07-24 16:04:52,rid18ym,bk87,9035,161618
f,poupanca,pix,cellphone,pagamento,myos,Julia Ramos,518.490.632-06,1939-02-25,17310967,51 9940 5391,2023-04-21,214,975396,710.0,sid37fD,dv05JV,md65YT,23812.3,105,Pimenta,2024-09-03 03:24:04,rid48cU,bk14,1276,990488
f,corrente,pix,cellphone,salario,bot,Gael Brito,386.174.520-80,1991-05-27,95761228,71 8528 9755,2022-09-24,9012,340424,587.0,sid56WO,dv65Mp,md98ny,22902.13,106,Fonseca dos Dourados,2024-12-08 23:48:53,rid76aU,bk04,9760,17094
m,corrente,pix,cellphone,corrente,penguin,Ana Julia Abreu,438.620.579-92,1947-09-24,75224593,+55 31 4419-6931,2025-04-19,5319,831420,344.0,sid72FS,dv91MP,md40UZ,30414.87,107,Barros do Norte,2025-06-10 11:05:24,rid55BA,bk13,9868,973763
f,pagamento,pix,cellphone,salario,bot,Caue das Neves,805.461.239-70,1955-09-30,67998136,(021) 6225 1790,2020-12-28,8980,418582,633.0,sid41zG,dv62Wi,md78mF,4958.92,108,Rezende Verde,2024-03-30 08:17:42,rid38NV,bk83,3970,75124
m,corrente,pix,cellphone,corrente,myos,Ayla Rodrigues,918.536.270-03,1978-07-19,90425-979,+55 (011) 7033-5211,2023-02-28,893,254854,486.0,sid92sa,dv51tC,md70vn,22674.95,109,Costela,2024-12-27 02:00:45,rid88Wq,bk87,2315,728834
m,salario,boleto,cellphone,poupanca,bot,Sara Aparecida,420.819.675-02,1936-01-12,64510463,41 8157 9812,2021-01-19,3258,524970,757.0,sid78Tb,dv03Ht,md57zV,4661.51,110,Almeida,2024-04-03 01:49:42,rid55wO,bk43,8212,289279
f,pagamento,ted,desktop,salario,bot,Hellena Alves,843.127.609-69,2005-10-07,63926495,(041) 8232-9832,2021-06-03,5062,721978,494.0,sid82BX,dv29ku,md18IU,33267.03,111,Cirino,2023-08-12 13:57:57,rid52Ub,bk56,6737,318083
m,pagamento,pix,cellphone,poupanca,cheeseos,Kevin Vasconcelos,312.804.795-23,1966-06-30,05172897,31 2677 2233,2024-08-30,528,428436,661.0,sid04Ao,dv33el,md79FS,11212.24,112,Marques de Goias,2025-03-30 15:55:49,rid66Xc,bk96,5126,413296
f,corrente,boleto,desktop,corrente,myos,Breno Moreira,178.609.325-12,1987-08-15,34764472,(011) 4908-2771,2025-10-04,8202,118669,750.0,sid29SI,dv26Au,md70lD,30678.66,113,Marques,2025-11-23 23:52:33,rid14uS,bk21,1494,119710
f,poupanca,pix,cellphone,salario,myos,Enzo Gabriel Moura,682.349.051-98,1955-04-29,22064474,+55 (061) 1230-9407,2024-09-19,8153,896963,487.0,sid78Za,dv97pn,md97DA,305.29,114,Barros de Peixoto,2025-06-27 21:45:18,rid90pJ,bk49,9134,859959
m,salario,ted,cellphone,corrente,myos,Leo Casa Grande,059.174.268-30,1941-07-27,62249998,+55 (051) 7950-1455,2022-08-30,6208,860109,531.0,sid16Je,dv47ih,md45HA,17044.8,115,Sampaio,2022-11-13 23:49:30,rid39dg,bk98,1436,507157
f,poupanca,pix,cellphone,salario,myos,Anna Liz da Luz,852.463.910-51,1966-07-27,30107-139,84 6055 8303,2023-05-04,4614,266776,671.0,sid14tG,dv85Xa,md15vz,13605.14,116,Cavalcanti,2025-02-25 09:42:44,rid35vR,bk77,582,677015
f,corrente,pix,cellphone,corrente,bot,Leonardo Pires,785.360.291-02,2007-10-31,39551240,(081) 6829 9629,2022-01-18,1914,906592,673.0,sid45Tc,dv46fF,md35Ct,24331.64,117,Moura,2024-02-04 23:27:15,rid42hx,bk03,1517,465330
m,salario,pix,cellphone,salario,bot,Maria Sophia Montenegro,235.874.910-97,1948-04-08,30768104,+55 (061) 9157 0184,2025-03-14,368,605615,441.0,sid43um,dv34rI,md57Qh,16406.12,118,Cassiano da Serra,2025-03-23 16:24:32,rid41aN,bk88,1677,216612
m,corrente,boleto,desktop,poupanca,bot,Isis Dias,429.715.068-94,1995-04-11,20701601,(011) 6299-7954,2025-07-05,5444,857150,340.0,sid38fW,dv79if,md71Dt,43088.22,119,Melo de da Conceicao,2025-09-11 00:36:03,rid32Nq,bk56,3004,733599
m,pagamento,pix,desktop,pagamento,myos,Maria Mendonca,017.923.468-40,1982-05-05,81615814,61 7696-3938,2023-09-15,2605,505806,363.0,sid61vn,dv96YB,md95IS,1042.83,120,Cavalcanti,2025-01-31 11:58:15,rid19Fh,bk99,7584,341183
m,corrente,pix,cellphone,corrente,bot,Livia Cavalcanti,461.908.372-04,1943-04-07,32902278,(021) 6997 3354,2025-08-13,9343,832932,624.0,sid46Tw,dv19aN,md86is,26198.13,121,Freitas,2025-08-31 23:06:00,rid80aT,bk85,1797,903083
f,pagamento,boleto,cellphone,corrente,myos,Ravy Lopes,965.738.410-93,1958-07-01,23865-624,+55 81 2010 2762,2023-04-18,1387,143885,798.0,sid67YS,dv96Nl,md78BJ,17468.76,122,Gomes de Fogaca,2023-06-05 10:39:05,rid32BM,bk09,8161,887938
f,poupanca,ted,cellphone,poupanca,penguin,Vitor Gabriel Jesus,850.743.261-17,1945-10-16,84781891,+55 51 7189 4905,2022-11-28,8765,816344,661.0,sid07DG,dv79Uv,md65Zs,8857.31,123,Cavalcante do Norte,2025-01-15 09:48:20,rid94UY,bk94,1006,659868
f,corrente,pix,cellphone,corrente,bot,Lucca Oliveira,049.237.168-78,1972-09-16,29444-019,+55 (051) 9275-2437,2024-12-02,2962,838202,643.0,sid80vf,dv29jF,md66pQ,43212.34,124,Silveira de Porto,2025-07-14 12:39:55,rid23KU,bk50,4331,792182
m,pagamento,pix,desktop,pagamento,bot,Lucas Gabriel Martins,674.358.192-55,1999-06-27,28604-765,51 0185 6945,2021-11-18,4429,280061,471.0,sid14PL,dv67XR,md39Xm,22595.69,125,Rocha da Serra,2022-02-07 14:12:24,rid58aR,bk01,195,431225
f,poupanca,boleto,cellphone,corrente,bot,Gustavo Henrique Rodrigues,753.826.104-44,1947-05-30,93911192,41 9212 4471,2021-09-22,7429,967516,605.0,sid46SQ,dv54kX,md14Xd,39590.89,126,Gomes Alegre,2023-12-16 23:16:16,rid04ql,bk71,8056,973693
m,salario,pix,cellphone,corrente,bot,Isabel Cavalcanti,712.438.069-31,1948-12-14,11947072,+55 (011) 0642 5690,2022-08-08,8444,741978,357.0,sid77Bz,dv18oa,md67hK,44956.34,127,Farias da Mata,2025-03-13 01:42:12,rid60OP,bk15,8759,894794
m,poupanca,pix,cellphone,salario,bot,Maria Clara Teixeira,432.908.167-96,1949-06-05,71732-030,0900 376 1847,2023-10-15,8748,874774,387.0,sid70cv,dv05YU,md06hn,18642.6,128,Rocha de Nascimento,2023-12-16 11:49:23,rid29oe,bk02,8010,685592
f,salario,boleto,desktop,corrente,bot,Caleb da Cruz,209.587.613-02,1943-08-08,17993136,(081) 6519 8253,2021-01-21,746,621894,673.0,sid25eh,dv42WA,md25Jk,14207.35,129,da Cruz de Pacheco,2025-01-24 00:40:56,rid02gY,bk96,2584,16389
m,poupanca,boleto,cellphone,corrente,bluescreen,Anthony Gabriel Abreu,214.356.809-60,1971-10-09,63290-927,0800-145-6083,2025-01-13,3144,123215,832.0,sid81Nx,dv88oD,md34dm,34924.0,130,Vieira,2025-02-13 08:23:21,rid27Fl,bk20,885,676185
f,poupanca,pix,cellphone,corrente,bot,Otto Lopes,457.068.192-11,2000-11-29,13799563,(061) 3153 1363,2023-12-29,6152,934664,756.0,sid31EL,dv70Bj,md39Dl,36938.73,131,Freitas Grande,2024-08-06 09:59:16,rid73Ow,bk43,5503,133391
m,corrente,pix,desktop,corrente,bluescreen,Alana Carvalho,178.392.560-40,1958-01-09,16873977,+55 84 0633-5693,2021-03-02,9695,992217,821.0,sid29aA,dv00EU,md80BH,24313.55,132,Mendes do Campo,2021-09-03 07:57:17,rid77pf,bk80,6662,996077
f,corrente,pix,cellphone,pagamento,bluescreen,Elisa da Rocha,310.952.846-06,1938-03-21,72625-701,51 5804 6498,2022-10-01,9424,833071,321.0,sid31Nv,dv08Rx,md01yx,16838.22,133,Pinto de Aparecida,2023-04-25 03:51:43,rid55lP,bk81,9187,743793
f,corrente,pix,cellphone,salario,bot,Bruna da Costa,817.549.632-00,1971-04-14,40155-778,51 1788 4795,2022-08-21,1075,197503,541.0,sid71fz,dv24eg,md24hS,20542.93,134,Monteiro,2023-03-24 00:08:32,rid23HO,bk04,6824,715551
f,corrente,boleto,desktop,poupanca,bot,Maria Julia Ferreira,670.218.435-26,1990-12-05,57988-774,0300 242 4375,2025-07-02,4720,807141,745.0,sid02ws,dv72Nk,md84ll,23450.78,135,Castro,2025-07-27 15:17:31,rid31cu,bk92,7223,273056
f,corrente,pix,cellphone,pagamento,bot,Noah Novais,058.123.674-26,1951-06-07,67275208,21 5474-9297,2024-01-15,5549,722622,831.0,sid17ci,dv81tb,md69oC,40844.56,136,Borges Alegre,2024-06-06 07:15:56,rid09Pm,bk98,3639,819234
f,corrente,boleto,cellphone,poupanca,penguin,Augusto Barros,871.439.560-66,1984-01-14,26565-045,(084) 4781 3767,2023-04-05,4728,171746,768.0,sid66iL,dv91jn,md47Hv,14253.15,137,Pastor,2024-02-03 00:48:33,rid61aA,bk46,2865,582813
m,poupanca,pix,desktop,corrente,myos,Murilo Cirino,647.028.513-90,1965-06-14,02447146,+55 (051) 7301-4719,2024-10-28,5927,609291,492.0,sid79Bq,dv71xG,md90qk,1333.51,138,Casa Grande,2025-02-11 08:30:18,rid57Si,bk52,866,285915
m,corrente,boleto,cellphone,corrente,bluescreen,Eduarda Aragao,491.875.023-05,1978-10-20,44518-952,+55 (021) 2845 7652,2023-12-20,1678,228459,657.0,sid28om,dv89SH,md88SW,39569.03,139,Leao,2024-11-09 20:18:28,rid71hi,bk07,5705,326708
f,poupanca,ted,cellphone,corrente,bot,Luisa Peixoto,852.970.436-38,1954-04-09,42321611,+55 (031) 7603 1089,2023-12-24,971,491868,344.0,sid14ce,dv40Wg,md19nL,12796.2,140,Cirino,2024-04-09 23:24:30,rid50fj,bk49,5698,369311
m,corrente,boleto,cellphone,corrente,bot,Melissa Vasconcelos,931.046.725-80,1973-04-04,80138759,+55 (061) 7125-6638,2022-04-05,3728,427376,531.0,sid15hD,dv18iF,md54JU,39694.96,141,Barros,2025-11-23 09:51:30,rid57hy,bk47,9836,771934
m,poupanca,pix,cellphone,pagamento,myos,Rael Novaes,649.103.258-24,2001-10-22,67811266,0900 121 5353,2023-07-20,9747,885029,536.0,sid61oB,dv74WT,md99rW,30740.48,142,Fogaca do Amparo,2025-06-08 15:52:28,rid96FG,bk42,7448,113284
m,poupanca,pix,desktop,corrente,myos,Mariana Monteiro,320.756.419-43,1959-04-09,95249-911,41 7734-7784,2021-12-07,8887,360307,844.0,sid88bW,dv06hy,md75yC,27707.6,143,Andrade de Andrade,2022-12-31 10:23:43,rid28QX,bk42,8052,451601
f,salario,pix,cellphone,poupanca,cheeseos,Heloisa Mendonca,178.349.052-79,2002-03-23,95450-090,+55 81 5590 5616,2022-01-14,5654,374725,703.0,sid65dQ,dv33pP,md49fS,31412.85,144,das Neves,2023-05-14 09:20:27,rid15kb,bk85,612,483298
f,pagamento,pix,cellphone,poupanca,bot,Olivia Leao,407.982.361-40,1978-10-11,71357852,0800-456-3718,2024-06-27,3507,301314,556.0,sid40tK,dv63NV,md19gL,34769.46,145,da Mata de Minas,2025-09-11 05:12:30,rid98EB,bk35,1256,683185
f,pagamento,pix,cellphone,salario,myos,Ana Clara Lopes,853.762.940-56,1937-06-05,97374896,0300 083 5723,2023-06-18,2465,782692,323.0,sid46Au,dv13Ar,md42qR,46668.55,146,Guerra,2025-08-09 22:19:31,rid31jm,bk03,5087,486706
m,corrente,boleto,cellphone,pagamento,bot,Luiza Lima,032.719.654-80,1940-08-23,00159-416,21 1623 1981,2025-01-09,8551,696482,776.0,sid98qF,dv13Mh,md55LV,16596.23,147,Souza de Goias,2025-08-14 09:56:50,rid63jg,bk23,4498,460823
f,pagamento,ted,cellphone,salario,cheeseos,Daniel Mendonca,851.243.960-24,1972-09-11,57540900,+55 41 4864-5183,2024-05-14,7248,407341,574.0,sid06qt,dv13tn,md27Ou,46215.52,148,Vieira do Norte,2024-11-27 12:36:21,rid41XF,bk76,5451,752233
m,salario,pix,cellphone,corrente,myos,Lorenzo Sampaio,481.239.670-04,1941-12-26,72063459,+55 21 1238 2965,2024-06-27,7397,501602,344.0,sid24lR,dv95Zs,md31Ax,33045.96,149,Goncalves,2024-09-12 23:30:32,rid69ob,bk08,3747,950895
f,pagamento,pix,cellphone,corrente,cheeseos,Maria Eduarda Costa,420.396.875-56,1984-12-20,91086771,+55 21 3344-7626,2021-08-26,3385,629232,849.0,sid34UR,dv36lA,md20sq,13727.77,150,Pinto,2025-10-17 06:06:29,rid73xL,bk71,169,491658
f,corrente,pix,cellphone,corrente,bot,Ayla Sales,639.584.207-29,1942-11-22,53759900,+55 61 8964-6528,2022-01-10,673,608684,379.0,sid24kG,dv75Di,md15TH,30378.65,151,Casa Grande Paulista,2025-09-24 17:46:03,rid15ci,bk74,5907,971229
m,salario,pix,cellphone,corrente,bot,Vinicius Pimenta,485.312.607-44,1942-02-20,20320742,(061) 6170-7587,2024-07-21,7499,516935,673.0,sid12hw,dv13sl,md28rK,47441.18,152,Pacheco,2025-02-25 18:06:49,rid08XK,bk26,1258,258114
m,poupanca,pix,cellphone,poupanca,penguin,Gabriel Farias,041.328.976-13,1938-10-29,77749050,0900-759-2304,2025-02-17,5294,836917,705.0,sid01JM,dv61zq,md23Xz,24952.2,153,Almeida,2025-11-06 21:14:40,rid32yX,bk64,2525,126460
f,poupanca,boleto,cellphone,corrente,bot,Luana Sousa,425.708.139-23,1987-09-19,49961-659,+55 (061) 6610-8573,2023-06-08,2540,975875,570.0,sid78OP,dv81sD,md61ZE,6131.87,154,Cassiano Grande,2025-07-09 12:01:53,rid43HB,bk49,781,577759
f,pagamento,boleto,cellphone,pagamento,bot,Olivia Caldeira,869.034.215-05,1946-01-09,17226016,(031) 5977 9452,2021-07-18,3458,194078,491.0,sid19qR,dv16Ib,md06ha,3246.95,155,Rezende,2021-12-05 02:31:11,rid77Sz,bk97,4961,648543
m,salario,pix,cellphone,corrente,cheeseos,Isabela da Rosa,128.096.473-13,1938-07-18,72368314,(061) 2760-1227,2023-12-18,7947,494392,367.0,sid07Lp,dv34Kz,md05ag,10049.02,156,Leao do Amparo,2025-06-06 10:52:41,rid99UJ,bk40,7987,419095
f,salario,pix,cellphone,pagamento,myos,Mariah da Conceicao,089.342.715-23,1999-04-26,79576024,+55 (071) 7573-8395,2025-01-11,9864,894911,347.0,sid72sU,dv66RP,md57Zk,15464.54,157,da Paz,2025-07-29 08:49:19,rid17il,bk32,9924,516094
m,pagamento,ted,cellphone,corrente,penguin,Kamilly Monteiro,438.905.217-97,1956-06-25,80156193,+55 71 8374 5508,2021-10-02,4382,939857,547.0,sid28MQ,dv10CZ,md71gY,34005.45,158,Novais,2025-02-15 15:10:12,rid08gk,bk13,5925,164660
m,corrente,pix,cellphone,corrente,penguin,Natalia Monteiro,125.890.736-40,1935-10-17,75482145,84 5328 6326,2023-05-19,6773,962613,330.0,sid67HY,dv50Cj,md08ef,6208.06,159,Dias das Flores,2025-04-03 20:58:50,rid26dz,bk02,9413,60617
f,corrente,pix,cellphone,poupanca,myos,Larissa Guerra,845.206.193-51,1995-08-16,89975634,+55 21 0856 2884,2025-04-25,3501,97328,438.0,sid88tH,dv52bb,md89qp,31752.85,160,Silveira das Pedras,2025-08-17 20:21:05,rid81Ud,bk54,8314,371692
f,pagamento,pix,desktop,corrente,myos,Josue Machado,407.219.536-70,1973-08-15,68315893,21 7126 6110,2021-12-12,6961,931669,662.0,sid27nC,dv15RH,md69JH,36031.64,161,da Luz Verde,2022-02-24 03:36:37,rid76CS,bk76,2668,151357
m,salario,pix,cellphone,corrente,penguin,Maria Vitoria Silva,721.593.408-04,1985-02-28,96115940,41 2154-5447,2025-03-13,458,829637,658.0,sid22YL,dv60ts,md32VF,38347.95,162,Campos,2025-05-01 08:52:52,rid85ec,bk67,9389,324745
m,corrente,pix,cellphone,corrente,bot,Barbara Viana,672.914.358-46,1955-03-04,19966-365,71 0741-2094,2025-09-15,9192,676498,677.0,sid18fm,dv98KW,md09Hm,14871.69,163,Montenegro de Almeida,2025-10-28 22:06:31,rid18lb,bk43,4018,869993
f,corrente,pix,cellphone,corrente,bot,Enzo Gabriel Nascimento,956.403.812-05,1959-06-19,08564-111,71 2422-4124,2025-10-28,6672,711572,704.0,sid20Nu,dv20Td,md46gu,43038.87,164,Jesus,2025-11-18 13:33:53,rid54yh,bk03,3925,788669
m,salario,pix,desktop,corrente,bot,Marina Moraes,861.209.347-31,1943-10-21,06304-891,+55 51 8249 6718,2025-11-17,3333,820910,353.0,sid25Ik,dv38BJ,md70aD,14510.6,165,Rezende da Serra,2025-11-19 20:52:58,rid00Er,bk94,6228,368488
f,poupanca,pix,cellphone,pagamento,bot,Nina da Paz,021.893.547-14,1993-09-07,98554743,(061) 5379 5020,2022-09-15,9974,499676,720.0,sid00Rl,dv68ST,md76If,24913.28,166,Nascimento,2025-03-12 00:18:53,rid07Rh,bk56,9851,375354
m,pagamento,pix,cellphone,poupanca,cheeseos,Antony Campos,753.901.842-97,1960-12-17,94337504,11 9303-6149,2024-03-08,8197,518008,494.0,sid28mQ,dv99Kl,md19iV,2527.02,167,Cardoso,2024-07-23 14:59:53,rid49oH,bk43,378,726648
m,poupanca,pix,cellphone,poupanca,myos,Thiago Rodrigues,870.359.216-21,1972-03-11,87758030,+55 84 6875-0635,2025-06-05,1340,922850,700.0,sid90Vo,dv61pm,md25te,38192.84,168,Alves,2025-10-02 07:34:30,rid76Zb,bk95,4102,259159
f,corrente,boleto,cellphone,salario,bot,Rhavi Fernandes,053.948.761-93,1951-11-20,00651207,+55 (081) 4961 1080,2021-10-24,4831,891215,454.0,sid66gN,dv63MY,md90Dy,49454.54,169,Vieira de Lima,2023-10-29 16:12:45,rid99gv,bk07,8474,344136
f,corrente,pix,cellphone,poupanca,bot,Henrique Caldeira,013.486.257-08,2000-05-31,23200-249,(021) 8549-8227,2025-11-23,5057,632636,409.0,sid54xa,dv89QR,md20pG,25456.13,170,Lima,2025-11-23 14:00:57,rid53mO,bk31,5595,198553
m,pagamento,ted,cellphone,corrente,cheeseos,Maria Helena Peixoto,594.321.076-80,2002-05-23,03379337,(071) 6362 0501,2024-12-10,5863,31475,480.0,sid81js,dv73OL,md50bm,30653.41,171,da Paz,2025-09-05 19:50:01,rid23qU,bk25,9085,257912
m,salario,boleto,cellphone,salario,bluescreen,Augusto Cavalcanti,410.658.327-53,1980-12-13,47355289,(021) 1122-3386,2022-05-31,6131,333396,465.0,sid96Op,dv09Lm,md84Yj,40787.44,172,da Cruz do Norte,2023-03-31 10:56:45,rid42GL,bk73,1333,822781
f,salario,pix,cellphone,poupanca,myos,Davi Lucca Cavalcante,865.349.172-46,2006-05-31,77496-903,+55 21 3736-3466,2024-11-24,9361,164845,561.0,sid54Jf,dv21sC,md85oL,48353.53,173,Martins,2025-09-27 04:37:42,rid89vB,bk77,7086,428818
f,corrente,boleto,cellphone,corrente,bot,Maysa Dias,460.138.257-26,1983-10-08,48881431,+55 71 1508 3535,2024-01-08,4096,317420,763.0,sid43TM,dv28qa,md44wY,7388.79,174,Guerra Verde,2025-09-23 21:03:00,rid07PG,bk26,3728,237949
f,pagamento,ted,cellphone,corrente,bot,Ravi Lucca Moreira,987.532.016-12,1993-04-03,37780-529,+55 81 4075 5366,2022-09-06,6608,799897,526.0,sid84uL,dv09Yc,md22vK,38748.62,175,Garcia do Oeste,2024-09-12 00:20:24,rid61Iy,bk37,1779,344815
m,pagamento,pix,cellphone,salario,bluescreen,Ana Julia Borges,219.054.367-34,1961-12-24,64334817,+55 (081) 5802 5662,2025-09-27,1814,135410,589.0,sid86EV,dv16ni,md34BT,15687.63,176,Castro de Pereira,2025-11-09 20:09:12,rid94Lm,bk87,4512,211500
m,poupanca,pix,desktop,corrente,bot,Maite Azevedo,635.487.920-65,1947-04-18,75469-263,+55 (051) 9676-2916,2020-12-16,715,251338,636.0,sid24OI,dv41SU,md37AW,9613.21,177,Freitas,2022-03-04 07:53:09,rid11GX,bk56,7388,172846
f,salario,pix,cellphone,salario,bot,Natalia Aparecida,701.563.492-99,1961-05-09,00412-577,(061) 1183-7274,2023-01-17,2643,178875,474.0,sid09gl,dv41IV,md62eQ,17440.16,178,Rocha,2023-12-05 03:23:31,rid42Cw,bk23,564,936050
m,corrente,ted,cellphone,poupanca,bot,Luisa Sampaio,081.352.694-98,1941-07-09,33533-106,+55 (041) 0531 3122,2025-06-03,721,435872,825.0,sid81uu,dv83Nn,md86Bh,40230.79,179,Cunha,2025-07-14 23:24:32,rid15ul,bk06,5181,12563
f,corrente,pix,cellphone,corrente,bot,Maria Cecilia Camara,145.069.382-24,1948-10-02,41956252,(051) 7150 9976,2024-03-16,8372,671709,596.0,sid38LT,dv03bN,md14pV,46651.2,180,Sa de Goias,2024-08-28 06:16:54,rid91di,bk57,4859,211824
f,corrente,ted,cellphone,poupanca,penguin,Nicolas Ramos,037.521.649-99,2005-10-14,40355-338,+55 (071) 3396 8527,2022-03-09,99,67755,329.0,sid71md,dv23if,md29JY,20665.07,181,da Costa,2023-10-13 16:53:55,rid81BU,bk74,2689,756729
m,pagamento,pix,cellphone,pagamento,myos,Lais Cavalcanti,934.278.156-09,1945-10-14,66277-689,(021) 2706-6149,2022-07-29,8801,160221,783.0,sid82qy,dv74Ds,md68ME,23872.43,182,Farias,2023-08-13 11:27:51,rid27mj,bk30,210,903510
f,corrente,boleto,cellphone,pagamento,penguin,Mariane Guerra,695.382.017-95,1951-11-02,92364-587,31 0663 3705,2025-02-25,462,731351,698.0,sid24MD,dv24pM,md92ah,46833.47,183,Ramos,2025-07-20 08:20:08,rid66TL,bk18,3093,918559
f,pagamento,pix,cellphone,corrente,penguin,Leticia da Cunha,486.923.071-22,1954-04-27,36402-701,+55 (084) 6864 6225,2024-06-29,3053,738246,815.0,sid23Fl,dv81CK,md32md,48106.57,184,Teixeira,2024-11-04 19:10:33,rid34AC,bk91,2721,83686
f,pagamento,pix,cellphone,corrente,myos,Gabriela Campos,415.098.376-39,1936-03-10,40901380,41 9847 7596,2023-05-22,5514,388796,599.0,sid55px,dv66Nd,md55Zg,24695.62,185,Marques,2023-10-02 03:23:27,rid62bM,bk18,4578,997260
f,poupanca,ted,cellphone,pagamento,cheeseos,Marcela Pinto,786.510.249-67,1941-02-14,73976-915,(011) 7164-9328,2023-01-04,9369,822987,402.0,sid80iF,dv14RJ,md72Ch,36830.89,186,Ribeiro de Nogueira,2024-07-29 08:03:43,rid33nk,bk11,7125,750534
m,corrente,pix,cellphone,corrente,bot,Beatriz Gomes,439.580.126-98,1947-03-16,39915-668,(021) 3341-4111,2021-02-21,5574,776555,348.0,sid93Vh,dv95iu,md69Va,33462.79,187,Araujo Verde,2022-07-03 20:00:29,rid83yB,bk55,2069,544998
m,salario,pix,cellphone,corrente,bot,Isabela Albuquerque,875.126.394-73,1954-12-17,20954-814,0500 737 4605,2022-10-14,2501,868100,466.0,sid33SV,dv02FU,md64Qk,36144.13,188,Novaes,2023-03-28 13:48:40,rid65BR,bk75,6412,410059
m,corrente,boleto,cellphone,salario,bot,Alexia Sampaio,386.012.745-44,1997-03-02,92774233,+55 (081) 0591-2662,2021-07-04,922,100713,792.0,sid57ld,dv18Pv,md96jO,35177.85,189,da Cruz do Norte,2023-11-30 08:58:57,rid13zF,bk49,2826,684507
m,poupanca,pix,cellphone,salario,bot,Felipe Vasconcelos,764.583.209-65,1950-10-08,17830999,(081) 4192-6764,2024-02-02,9362,131319,711.0,sid15eT,dv82zS,md06JI,30286.95,190,Azevedo de Moreira,2025-09-26 14:53:19,rid98TY,bk13,1922,189440
m,salario,pix,cellphone,corrente,bot,Maite Dias,102.495.876-02,1939-08-30,18458260,+55 51 4084 8729,2022-06-05,8035,728866,780.0,sid58wM,dv88nS,md10pc,4093.52,191,Casa Grande,2022-06-13 06:29:35,rid43iM,bk83,9695,376507
f,corrente,pix,cellphone,corrente,bot,Lavinia Barbosa,849.351.670-84,1969-06-28,28314-359,31 9262-5660,2023-04-03,9889,259520,382.0,sid14hI,dv18Ae,md51xv,16405.88,192,Casa Grande de Goias,2023-10-19 14:31:59,rid40gy,bk36,1720,820755
m,poupanca,boleto,cellphone,corrente,cheeseos,Sara Siqueira,471.926.538-37,1948-05-18,25625889,71 7924 0822,2021-12-11,2337,397201,582.0,sid94dU,dv53RM,md67lC,22839.92,193,Martins do Galho,2022-09-09 23:44:25,rid44BH,bk34,1424,993478
m,pagamento,boleto,cellphone,pagamento,myos,Ana Sophia Borges,193.084.675-48,2001-12-21,68277881,71 0930 6853,2023-06-30,8652,717307,325.0,sid90MC,dv28ol,md15iG,17226.44,194,Aragao das Pedras,2025-03-22 11:58:10,rid76kx,bk15,4092,872128
f,poupanca,boleto,cellphone,pagamento,penguin,Isaac da Rocha,479.210.385-14,2005-01-22,79705097,(071) 4510 5265,2025-06-24,145,106260,721.0,sid67mf,dv88jA,md17aj,48916.66,195,Camara do Amparo,2025-11-19 19:44:51,rid65tx,bk62,8788,850965
f,corrente,pix,cellphone,poupanca,bluescreen,Luna Ribeiro,728.953.014-41,1949-12-16,40266502,+55 (081) 7416-7872,2023-03-10,5322,787574,664.0,sid68UV,dv62hg,md02jw,26965.01,196,Vargas,2023-08-25 20:26:34,rid30Rv,bk69,131,455426
